collectioncode,catalognumber,scientificname,commonname,datelastmodified,detectedby,receiver_group,station,receiver,bottom_depth,receiver_depth,tagname,codespace,sensorname,sensorraw,sensortype,sensorvalue,sensorunit,datecollected,timezone,longitude,latitude,the_geom,yearcollected,monthcollected,daycollected,julianday,timeofday,local_area,notes,citation,unqdetecid,contact_poc,contact_pi
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,7/24/2023 19:42,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,7,24,205,19.70333333,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3684320,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,7/24/2023 19:55,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,7,24,205,19.92944444,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3684322,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,7/24/2023 19:56,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,7,24,205,19.94194444,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3684323,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,7/24/2023 19:58,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,7,24,205,19.97972222,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3684324,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,7/24/2023 19:59,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,7,24,205,19.99361111,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3684325,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,7/24/2023 20:00,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,7,24,205,20.01083333,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3684326,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,7/24/2023 20:01,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,7,24,205,20.02777778,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3684327,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,7/25/2023 16:28,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,7,25,206,16.48194444,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3684402,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,7/25/2023 16:29,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,7,25,206,16.49333333,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3684403,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,7/25/2023 16:30,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,7,25,206,16.50583333,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3684404,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,7/25/2023 18:39,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,7,25,206,18.6625,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3684418,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,7/25/2023 18:47,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,7,25,206,18.78916667,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3684419,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,7/25/2023 18:54,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,7,25,206,18.9075,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3684421,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,7/25/2023 18:55,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,7,25,206,18.92055556,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3684422,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,7/25/2023 18:57,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,7,25,206,18.965,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3684423,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,7/25/2023 19:29,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,7,25,206,19.49194444,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3684424,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,8/1/2023 11:58,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,8,1,213,11.96972222,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3687365,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,8/1/2023 11:59,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,8,1,213,11.98361111,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3687368,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,8/1/2023 11:59,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,8,1,213,11.99472222,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3687369,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,8/1/2023 12:40,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,8,1,213,12.67694444,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3687404,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,8/1/2023 12:43,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,8,1,213,12.72472222,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3687406,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,8/1/2023 12:44,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,8,1,213,12.74138889,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3687407,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,8/2/2023 15:00,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,8,2,214,15.00444444,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3688073,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,8/2/2023 15:01,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,8,2,214,15.0175,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3688076,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,8/2/2023 15:04,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,8,2,214,15.075,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3688079,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,8/2/2023 15:09,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,8,2,214,15.15527778,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3688082,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,8/2/2023 15:12,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,8,2,214,15.20888889,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3688085,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,8/2/2023 15:15,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,8,2,214,15.26638889,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3688088,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,8/2/2023 15:26,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,8,2,214,15.44916667,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3688097,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,8/2/2023 17:38,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,8,2,214,17.63416667,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3688191,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,8/2/2023 17:38,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,8,2,214,17.64972222,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3688192,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,8/2/2023 17:40,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,8,2,214,17.675,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3688194,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,8/2/2023 17:58,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,8,2,214,17.9675,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3688212,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-204-2023-06-29,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,CAST,130011,30,26,A69-9001-57458,A69-9001,A69-9001-57458,,pinger,,,8/2/2023 18:00,UTC,-80.03722,26.47889,0101000020E610000075B0FECF610254C0A661F888987A3A40,2023,8,2,214,18.00694444,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57458-3688215,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
