collectioncode,catalognumber,scientificname,commonname,datelastmodified,detectedby,receiver_group,station,receiver,bottom_depth,receiver_depth,tagname,codespace,sensorname,sensorraw,sensortype,sensorvalue,sensorunit,datecollected,timezone,longitude,latitude,the_geom,yearcollected,monthcollected,daycollected,julianday,timeofday,local_area,notes,citation,unqdetecid,contact_poc,contact_pi
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ESSO,130020,28,27,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/7/2022 15:45,UTC,-80.00806,26.96417,0101000020E6100000F819170E840054C0C9C859D8D3F63A40,2022,5,7,127,15.75083333,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57456-2781736,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ESSO,130020,28,27,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/7/2022 15:45,UTC,-80.00806,26.96417,0101000020E6100000F819170E840054C0C9C859D8D3F63A40,2022,5,7,127,15.76194444,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57456-2781738,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ESSO,130020,28,27,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/7/2022 15:46,UTC,-80.00806,26.96417,0101000020E6100000F819170E840054C0C9C859D8D3F63A40,2022,5,7,127,15.77416667,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57456-2781739,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ESSO,130020,28,27,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/7/2022 15:47,UTC,-80.00806,26.96417,0101000020E6100000F819170E840054C0C9C859D8D3F63A40,2022,5,7,127,15.7875,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57456-2781741,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,10/21/2023,GGSPAGA,GGSPAGA,ZION,130021,28,27,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/7/2022 15:47,UTC,-80.00733,26.96303,0101000020E6100000E6913F18780054C01F11532289F63A40,2022,5,7,127,15.79138889,Martin and Palm Beach counties,,"Locascio, J.V.",GGSPAGA-A69-9001-57456-2781768,Jim Locascio (locascio@mote.org),Jim Locascio (locascio@mote.org)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 13:05,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,13.09972222,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47217,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 13:06,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,13.11361111,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47218,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 13:07,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,13.13027778,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47219,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 13:08,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,13.14694444,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47220,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 13:09,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,13.1625,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47221,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 13:10,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,13.17694444,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47222,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:19,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.31722222,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47223,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:20,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.33888889,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47224,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:21,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.35027778,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47225,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:21,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.36222222,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47226,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:22,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.37555556,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47227,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:23,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.39194444,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47228,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:24,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.40722222,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47229,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:25,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.42055556,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47230,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:26,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.43638889,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47231,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:27,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.45111111,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47232,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:27,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.46333333,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47233,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:28,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.47722222,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47234,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:29,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.48805556,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47235,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:29,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.49888889,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47236,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:30,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.50972222,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47237,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:31,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.52111111,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47238,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,10/24/2023,TEQ,TEQ,PBR2,110349,14.5,13.3,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:31,UTC,-80.02262,26.78732,0101000020E6100000130F289B720154C09A7CB3CD8DC93A40,2022,5,10,130,14.52305556,,,"Young, J. YYYY. Tequesta Listening Stations",TEQ-A69-9001-57456-28004778,Joy Young (joy.young@myfwc.com),"Jim Whittington (jim.whittington@myfwc.com), Joy Young (joy.young@myfwc.com)"
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:33,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.56416667,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47239,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:35,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.5975,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47240,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:36,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.61305556,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47241,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:37,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.62722222,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47242,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:38,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.63777778,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47243,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,10/24/2023,TEQ,TEQ,PBR2,110349,14.5,13.3,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:38,UTC,-80.02262,26.78732,0101000020E6100000130F289B720154C09A7CB3CD8DC93A40,2022,5,10,130,14.63972222,,,"Young, J. YYYY. Tequesta Listening Stations",TEQ-A69-9001-57456-28004787,Joy Young (joy.young@myfwc.com),"Jim Whittington (jim.whittington@myfwc.com), Joy Young (joy.young@myfwc.com)"
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:38,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.64888889,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47244,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,10/24/2023,TEQ,TEQ,PBR2,110349,14.5,13.3,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:39,UTC,-80.02262,26.78732,0101000020E6100000130F289B720154C09A7CB3CD8DC93A40,2022,5,10,130,14.65083333,,,"Young, J. YYYY. Tequesta Listening Stations",TEQ-A69-9001-57456-28004791,Joy Young (joy.young@myfwc.com),"Jim Whittington (jim.whittington@myfwc.com), Joy Young (joy.young@myfwc.com)"
FIUBULLT,FIUBULLT-1521573-2022-05-05,Carcharhinus leucas,bull shark,11/3/2023,FAUK,FAUK,SIIS,124489,8.5,5,A69-9001-57456,A69-9001,A69-9001-57456,,pinger,,,5/10/2022 14:39,UTC,-80.02727,26.78465,0101000020E61000005D8AABCABE0154C070CE88D2DEC83A40,2022,5,10,130,14.66027778,,,"Bowers, B., Kajiura, S., 2017. Migratory behavior of the blacktip shark, Carcharhinus limbatus, in the Western Atlantic.",FAUK-A69-9001-57456-47245,Beth Bowers (mebowers5@gmail.com),Stephen Kajiura (kajiura@fau.edu)
